CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS,,,,,,,,,
CHEMBL320474	174802	CHEMBL320474	174802		N-Phenyl-hydroxylamine	109.13	1.49	32.26	0	ONc1ccccc1	245701	Km	=	230000	nM		Km	=	.23	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL320474	174802	CHEMBL320474	174802		N-Phenyl-hydroxylamine	109.13	1.49	32.26	0	ONc1ccccc1	245702	Vmax	=	43	nM min-1		Vmax	=	43	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL320474	174802	CHEMBL320474	174802		N-Phenyl-hydroxylamine	109.13	1.49	32.26	0	ONc1ccccc1	245703	Ratio	=	6.3	-		Ratio	=	6.3				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL11185	8694	CHEMBL11185	8694		14	255.25	.68	99.6	0	CC1=CC(=O)Oc2cc(OS(=O)(=O)N)ccc12	540158	Control	=	.04	-		Control	=	.04				0				68006	CHEMBL678515	F	Estrogenic potency against Estrone sulfatase (E1-STS) was determined in vivo by administering to rats	1	Scientific Literature				Autocuration	BAO_0000218	10117	CHEMBL4831	SINGLE PROTEIN	P49889	Estrogen sulfotransferase 3	Rattus norvegicus	8	Homologous protein			13848	CHEMBL1129755	8691463	J. Med. Chem.	1996	39	7	1349					,,,,,,,,,
CHEMBL11185	8694	CHEMBL11185	8694		14	255.25	.68	99.6	0	CC1=CC(=O)Oc2cc(OS(=O)(=O)N)ccc12	540156	Inhibition	=	95	%		Inhibition	=	95	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	68008	CHEMBL678517	B	In vivo inhibition against Estrone sulfatase (E1-STS) after preincubating the enzyme with 10 uM	1	Scientific Literature				Autocuration	BAO_0000218	10117	CHEMBL4831	SINGLE PROTEIN	P49889	Estrogen sulfotransferase 3	Rattus norvegicus	8	Homologous protein			13848	CHEMBL1129755	8691463	J. Med. Chem.	1996	39	7	1349					,,,,,,,,,
CHEMBL11185	8694	CHEMBL11185	8694		14	255.25	.68	99.6	0	CC1=CC(=O)Oc2cc(OS(=O)(=O)N)ccc12	540155	Inhibition	=	93.3	%		Inhibition	=	93.3	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	68009	CHEMBL678518	B	In vivo inhibition against Estrone sulfatase (E1-STS) at 10 uM concentration	1	Scientific Literature				Autocuration	BAO_0000218	10117	CHEMBL4831	SINGLE PROTEIN	P49889	Estrogen sulfotransferase 3	Rattus norvegicus	8	Homologous protein			13848	CHEMBL1129755	8691463	J. Med. Chem.	1996	39	7	1349					,,,,,,,,,
CHEMBL11473	8690	CHEMBL11473	8690		16	309.22	1.39	99.6	0	NS(=O)(=O)Oc1ccc2C(=CC(=O)Oc2c1)C(F)(F)F	526783	Inhibition	=	71.5	%		Inhibition	=	71.5	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	68009	CHEMBL678518	B	In vivo inhibition against Estrone sulfatase (E1-STS) at 10 uM concentration	1	Scientific Literature				Autocuration	BAO_0000218	10117	CHEMBL4831	SINGLE PROTEIN	P49889	Estrogen sulfotransferase 3	Rattus norvegicus	8	Homologous protein			13848	CHEMBL1129755	8691463	J. Med. Chem.	1996	39	7	1349					,,,,,,,,,
CHEMBL122708	201043	CHEMBL122708	201043	EMATE	3	349.45	2.69	86.46	0	C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)ccc34)[C@@H]1CCC2=O	512475	Control	=	.13	-		Control	=	.13				0				68006	CHEMBL678515	F	Estrogenic potency against Estrone sulfatase (E1-STS) was determined in vivo by administering to rats	1	Scientific Literature				Autocuration	BAO_0000218	10117	CHEMBL4831	SINGLE PROTEIN	P49889	Estrogen sulfotransferase 3	Rattus norvegicus	8	Homologous protein			13848	CHEMBL1129755	8691463	J. Med. Chem.	1996	39	7	1349					,,,,,,,,,
CHEMBL122708	201043	CHEMBL122708	201043	EMATE	3	349.45	2.69	86.46	0	C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)ccc34)[C@@H]1CCC2=O	512473	Inhibition	>	99	%		Inhibition	>	99	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	68007	CHEMBL678516	B	In vivo inhibition against Estrone sulfatase (E1-STS) in rat liver.	1	Scientific Literature				Autocuration	BAO_0000218	10117	CHEMBL4831	SINGLE PROTEIN	P49889	Estrogen sulfotransferase 3	Rattus norvegicus	8	Homologous protein			13848	CHEMBL1129755	8691463	J. Med. Chem.	1996	39	7	1349					,,,,,,,,,
CHEMBL26036	37821	CHEMBL26036	37821		8	227.28	1.15	69.39	0	NS(=O)(=O)Oc1ccc2CCCCc2c1	528216	Inhibition	<	10	%		Inhibition	<	10	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	68010	CHEMBL678519	B	Inhibitory activity against Estrone sulfatase (E1-STS) in MCF-7 breast cancer cells at 10 uM	1	Scientific Literature				Autocuration	BAO_0000219	10117	CHEMBL4831	SINGLE PROTEIN	P49889	Estrogen sulfotransferase 3	Rattus norvegicus	8	Homologous protein			13848	CHEMBL1129755	8691463	J. Med. Chem.	1996	39	7	1349	491	CHEMBL3308403	MCF7		,,,,,,,,,
CHEMBL1370	313314	CHEMBL1370	313314	BUDESONIDE	budenoside	430.54	2.72	93.06	0	CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO	6074814	Activity					Activity				Substrate		0	BAO_0000375			738303	CHEMBL1743310	A	Major substrate of human cytosolic sulfotransferase SULT2A1	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10124	CHEMBL2077	SINGLE PROTEIN	Q06520	Alcohol sulfotransferase	Homo sapiens	9	Protein			56167	CHEMBL1743201			2008			161					,,,,,,,,,
CHEMBL135	27626	CHEMBL135	27626	ESTRADIOL	17-beta-Estradiol	272.39	3.61	40.46	0	C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	6074813	Activity					Activity				Substrate		0	BAO_0000375			738303	CHEMBL1743310	A	Major substrate of human cytosolic sulfotransferase SULT2A1	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10124	CHEMBL2077	SINGLE PROTEIN	Q06520	Alcohol sulfotransferase	Homo sapiens	9	Protein			56167	CHEMBL1743201			2008			161					,,,,,,,,,
CHEMBL253363	419616	CHEMBL253363	419616	PREGNENOLONE	pregnenolone	316.49	4.52	37.3	0	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	6074810	Activity					Activity				Substrate		0	BAO_0000375			738303	CHEMBL1743310	A	Major substrate of human cytosolic sulfotransferase SULT2A1	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10124	CHEMBL2077	SINGLE PROTEIN	Q06520	Alcohol sulfotransferase	Homo sapiens	9	Protein			56167	CHEMBL1743201			2008			161					,,,,,,,,,
CHEMBL170043	285871	CHEMBL170043	285871		6-hydroxymethylbenzo[a]pyrene	282.34	5.23	20.23	1	OCc1c2ccccc2c3ccc4cccc5ccc1c3c45	6074808	Activity					Activity				Substrate		0	BAO_0000375			738303	CHEMBL1743310	A	Major substrate of human cytosolic sulfotransferase SULT2A1	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10124	CHEMBL2077	SINGLE PROTEIN	Q06520	Alcohol sulfotransferase	Homo sapiens	9	Protein			56167	CHEMBL1743201			2008			161					,,,,,,,,,
CHEMBL1743299	1122119	CHEMBL1743299	1122119		1-hydroxymethylpyrene	232.28	4.08	20.23	0	OCc1ccc2ccc3cccc4ccc1c2c34	6074807	Activity					Activity				Substrate		0	BAO_0000375			738303	CHEMBL1743310	A	Major substrate of human cytosolic sulfotransferase SULT2A1	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10124	CHEMBL2077	SINGLE PROTEIN	Q06520	Alcohol sulfotransferase	Homo sapiens	9	Protein			56167	CHEMBL1743201			2008			161					,,,,,,,,,
CHEMBL122708	201043	CHEMBL122708	201043	EMATE	EMATE	349.45	2.69	86.46	0	C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)ccc34)[C@@H]1CCC2=O	1266448	Inhibition					Inhibition				Active		0	BAO_0000376			50900	CHEMBL664903	B	In vivo inhibition of rat liver DHA-STS was determined when the compound was given orally or subcutaneously; Almost complete inhibition	1	Scientific Literature	Rattus norvegicus		10116	Autocuration	BAO_0000218	10124	CHEMBL2077	SINGLE PROTEIN	Q06520	Alcohol sulfotransferase	Homo sapiens	8	Homologous protein			2377	CHEMBL1129812		Bioorg. Med. Chem. Lett.	1997	7	24	3075					,,,,,,,,,
CHEMBL3527569	1925277	CHEMBL3527569	1925277		M25	450.45	3.35	128.04	0	C[C@H](COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C)OS(=O)(=O)O	15469948	Drug metabolism					Drug metabolism				metabolite_detected		0				1483855	CHEMBL3540070	A	Activity of human SULT2A1 assessed as compound formation treated with 2 and 20 uM brivanib for 30 mins by LC/MS analysis in presence of PAPS	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10124	CHEMBL2077	SINGLE PROTEIN	Q06520	Alcohol sulfotransferase	Homo sapiens	9	Protein			92057	CHEMBL3526086	21989950	Drug Metab. Dispos.	2012	40	1	219					,,,,,,,,,
CHEMBL22077	26812	CHEMBL22077	26812	HYCANTHONE	hycanthone	356.49	3.66	52.57	0	CCN(CC)CCNc1ccc(CO)c2Sc3ccccc3C(=O)c12	6074809	Activity					Activity				Substrate		0	BAO_0000375			738303	CHEMBL1743310	A	Major substrate of human cytosolic sulfotransferase SULT2A1	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10124	CHEMBL2077	SINGLE PROTEIN	Q06520	Alcohol sulfotransferase	Homo sapiens	9	Protein			56167	CHEMBL1743201			2008			161					,,,,,,,,,
CHEMBL377300	343041	CHEMBL377300	343041	BRIVANIB	Brivanib	370.38	3.52	84.67	0	C[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C	15469943	Drug metabolism					Drug metabolism				metabolite_detected		0				1483850	CHEMBL3539754	A	Drug metabolism assessed as human SULT2A1-mediated (R)-1-(4-(4-fluoro-2-methyl-1H-indol-5-yloxy)-5-methylpyrrolo[1,2-f][1,2,4]triazin-6-yloxy)propane-2-sulfonic acid formation at 2 and 20 uM for 30 mins by LC/MS analysis in presence of PAPS	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10124	CHEMBL2077	SINGLE PROTEIN	Q06520	Alcohol sulfotransferase	Homo sapiens	9	Protein			92057	CHEMBL3526086	21989950	Drug Metab. Dispos.	2012	40	1	219					,,,,,,
CHEMBL386630	364520	CHEMBL386630	364520	TESTOSTERONE	testosterone	288.43	3.88	37.3	0	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O	6074811	Activity					Activity				Substrate		0	BAO_0000375			738303	CHEMBL1743310	A	Major substrate of human cytosolic sulfotransferase SULT2A1	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10124	CHEMBL2077	SINGLE PROTEIN	Q06520	Alcohol sulfotransferase	Homo sapiens	9	Protein			56167	CHEMBL1743201			2008			161					,,,,,,,,,
CHEMBL1405	342897	CHEMBL1405	342897	ESTRONE	17-beta-estrone	270.37	3.82	37.3	0	C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	6074812	Activity					Activity				Substrate		0	BAO_0000375			738303	CHEMBL1743310	A	Major substrate of human cytosolic sulfotransferase SULT2A1	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10124	CHEMBL2077	SINGLE PROTEIN	Q06520	Alcohol sulfotransferase	Homo sapiens	9	Protein			56167	CHEMBL1743201			2008			161					,,,,,,,,,
CHEMBL90593	149457	CHEMBL90593	149457	PRASTERONE	Dehydroepiandrosterone	288.43	3.88	37.3	0	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O	6074806	Activity					Activity				Substrate		0	BAO_0000375			738303	CHEMBL1743310	A	Major substrate of human cytosolic sulfotransferase SULT2A1	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10124	CHEMBL2077	SINGLE PROTEIN	Q06520	Alcohol sulfotransferase	Homo sapiens	9	Protein			56167	CHEMBL1743201			2008			161					,,,,,,,,,
CHEMBL112118	185258	CHEMBL112118	185258		1	621.11	6.9	93.62	2	Oc1c(Br)cc(\C=N\OCCCCCO\N=C\C2=COc3c(Cl)cc(Cl)cc3C2=O)cc1Br	220362	Inhibition	=	30	%		Inhibition	=	30	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	72591	CHEMBL681180	B	Inhibitory activity of compound was determined against human high endothelial cell (HEC) GlcNAc-6-ST sulfotransferase at 100 uM	1	Scientific Literature				Autocuration	BAO_0000357	11271	CHEMBL2239	SINGLE PROTEIN	Q8NCG5	Carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4	Homo sapiens	8	Homologous protein			5276	CHEMBL1135027	11814789	Bioorg. Med. Chem. Lett.	2002	12	3	329					,,,,,,,,,
CHEMBL112118	185258	CHEMBL112118	185258		1	621.11	6.9	93.62	2	Oc1c(Br)cc(\C=N\OCCCCCO\N=C\C2=COc3c(Cl)cc(Cl)cc3C2=O)cc1Br	220361	Inhibition	=	66	%		Inhibition	=	66	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	72592	CHEMBL879016	B	Inhibitory activity of compound was determined against bacterial GlcNAc-6-sulfotransferase (NodST) at 100 uM	1	Scientific Literature				Autocuration	BAO_0000357	11271	CHEMBL2239	SINGLE PROTEIN	Q8NCG5	Carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4	Homo sapiens	8	Homologous protein			5276	CHEMBL1135027	11814789	Bioorg. Med. Chem. Lett.	2002	12	3	329					,,,,,,,,,
CHEMBL113219	184862	CHEMBL113219	184862		2	587.21	6.05	136.76	2	Oc1c(\C=N\OCCCCCO\N=C\C2=COc3c(Cl)cc(Cl)cc3C2=O)cc(Br)cc1[N+](=O)[O-]	194273	Inhibition	=	7	%		Inhibition	=	7	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	72591	CHEMBL681180	B	Inhibitory activity of compound was determined against human high endothelial cell (HEC) GlcNAc-6-ST sulfotransferase at 100 uM	1	Scientific Literature				Autocuration	BAO_0000357	11271	CHEMBL2239	SINGLE PROTEIN	Q8NCG5	Carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4	Homo sapiens	8	Homologous protein			5276	CHEMBL1135027	11814789	Bioorg. Med. Chem. Lett.	2002	12	3	329					,,,,,,,,,
CHEMBL113219	184862	CHEMBL113219	184862		2	587.21	6.05	136.76	2	Oc1c(\C=N\OCCCCCO\N=C\C2=COc3c(Cl)cc(Cl)cc3C2=O)cc(Br)cc1[N+](=O)[O-]	194272	Inhibition	=	19	%		Inhibition	=	19	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	72592	CHEMBL879016	B	Inhibitory activity of compound was determined against bacterial GlcNAc-6-sulfotransferase (NodST) at 100 uM	1	Scientific Literature				Autocuration	BAO_0000357	11271	CHEMBL2239	SINGLE PROTEIN	Q8NCG5	Carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4	Homo sapiens	8	Homologous protein			5276	CHEMBL1135027	11814789	Bioorg. Med. Chem. Lett.	2002	12	3	329					,,,,,,,,,
CHEMBL43326	66218	CHEMBL43326	66218		3-Methoxy-13-methyl-4-nitro-6,7,8,9,11,12,13,14,15,16-decahydro-cyclopenta[a]phenanthren-17-one	329.4	4.03	69.44	0	COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCc2c1[N+](=O)[O-]	680858	Ki	=	4300	nM	5.37	Ki	=	4.3	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	67841	CHEMBL679629	B	Inhibition of bovine estrogen sulfotransferase by the compound	1	Scientific Literature				Autocuration	BAO_0000357	11292	CHEMBL2244	SINGLE PROTEIN	P19217	Estrogen sulfotransferase	Bos taurus	8	Homologous protein			7888	CHEMBL1122432	6827533	J. Med. Chem.	1983	26	2	162					
CHEMBL2367720	1542171	CHEMBL2367720	1542171		1	838.44	3.65	285.2	3	C[C@]12CC[C@H]3[C@@H](CCc4cc(OP(=O)(O)OP(=O)(O)OC[C@H]5O[C@H]([C@H](O)[C@@H]5OP(=O)(O)O)n6c(Br)nc7c(N)ncnc67)ccc34)[C@@H]1CCC2=O	674411	Ki	=	250	nM	6.6	Ki	=	.25	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	67841	CHEMBL679629	B	Inhibition of bovine estrogen sulfotransferase by the compound	1	Scientific Literature				Autocuration	BAO_0000357	11292	CHEMBL2244	SINGLE PROTEIN	P19217	Estrogen sulfotransferase	Bos taurus	8	Homologous protein			7888	CHEMBL1122432	6827533	J. Med. Chem.	1983	26	2	162					,,,,,,,,,
CHEMBL1628095	1050986	CHEMBL1628095	1050986		12b	622.68	2.85	197.98	2	C[C@]12CC[C@H]3[C@@H](CCc4c3ccc(OCCCOC[C@H]5OC([C@H](O)[C@@H]5O)n6cnc7c(N)ncnc67)c4[N+](=O)[O-])[C@@H]1CCC2=O	691797	Ki	=	84000	nM	4.08	Ki	=	84	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	67841	CHEMBL679629	B	Inhibition of bovine estrogen sulfotransferase by the compound	1	Scientific Literature				Autocuration	BAO_0000357	11292	CHEMBL2244	SINGLE PROTEIN	P19217	Estrogen sulfotransferase	Bos taurus	8	Homologous protein			7888	CHEMBL1122432	6827533	J. Med. Chem.	1983	26	2	162					,,,,,,,,,
CHEMBL1628097	1050988	CHEMBL1628097	1050988		12a	608.65	2.46	197.98	2	C[C@]12CC[C@H]3[C@@H](CCc4c3ccc(OCCOC[C@H]5OC([C@H](O)[C@@H]5O)n6cnc7c(N)ncnc67)c4[N+](=O)[O-])[C@@H]1CCC2=O	677080	Ki	=	32000	nM	4.5	Ki	=	32	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	67841	CHEMBL679629	B	Inhibition of bovine estrogen sulfotransferase by the compound	1	Scientific Literature				Autocuration	BAO_0000357	11292	CHEMBL2244	SINGLE PROTEIN	P19217	Estrogen sulfotransferase	Bos taurus	8	Homologous protein			7888	CHEMBL1122432	6827533	J. Med. Chem.	1983	26	2	162					,,,,,,,,,
CHEMBL1628164	1051055	CHEMBL1628164	1051055		4b	490.56	4.21	139.06	0	C[C@]12CC[C@H]3[C@@H](CCc4c3ccc(OCCCn5cnc6c(N)ncnc56)c4[N+](=O)[O-])[C@@H]1CCC2=O	682333	Ki	=	350000	nM		Ki	=	350	uM		Outside typical range	0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	67841	CHEMBL679629	B	Inhibition of bovine estrogen sulfotransferase by the compound	1	Scientific Literature				Autocuration	BAO_0000357	11292	CHEMBL2244	SINGLE PROTEIN	P19217	Estrogen sulfotransferase	Bos taurus	8	Homologous protein			7888	CHEMBL1122432	6827533	J. Med. Chem.	1983	26	2	162					,,,,,,,,,
CHEMBL2067994	1358308	CHEMBL2067994	1358308		4a	476.54	3.82	139.06	0	C[C@]12CC[C@H]3[C@@H](CCc4c3ccc(OCCn5cnc6c(N)ncnc56)c4[N+](=O)[O-])[C@@H]1CCC2=O	680843	Ki	=	1000000	nM		Ki	=	1000	uM		Outside typical range	0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	67841	CHEMBL679629	B	Inhibition of bovine estrogen sulfotransferase by the compound	1	Scientific Literature				Autocuration	BAO_0000357	11292	CHEMBL2244	SINGLE PROTEIN	P19217	Estrogen sulfotransferase	Bos taurus	8	Homologous protein			7888	CHEMBL1122432	6827533	J. Med. Chem.	1983	26	2	162					,,,,,,,,,
CHEMBL2067995	1358309	CHEMBL2067995	1358309		4c	504.59	4.6	139.06	1	C[C@]12CC[C@H]3[C@@H](CCc4c3ccc(OCCCCn5cnc6c(N)ncnc56)c4[N+](=O)[O-])[C@@H]1CCC2=O	694109	Ki	=	140000	nM		Ki	=	140	uM		Outside typical range	0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	67841	CHEMBL679629	B	Inhibition of bovine estrogen sulfotransferase by the compound	1	Scientific Literature				Autocuration	BAO_0000357	11292	CHEMBL2244	SINGLE PROTEIN	P19217	Estrogen sulfotransferase	Bos taurus	8	Homologous protein			7888	CHEMBL1122432	6827533	J. Med. Chem.	1983	26	2	162					,,,,,,,,,
CHEMBL2067996	1358310	CHEMBL2067996	1358310		4d	445.57	4.3	95.92	0	C[C@]12CC[C@H]3[C@@H](CCc4cc(OCCCn5cnc6c(N)ncnc56)ccc34)[C@@H]1CCC2=O	686484	Ki	=	1000000	nM		Ki	=	1000	uM		Outside typical range	0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	67841	CHEMBL679629	B	Inhibition of bovine estrogen sulfotransferase by the compound	1	Scientific Literature				Autocuration	BAO_0000357	11292	CHEMBL2244	SINGLE PROTEIN	P19217	Estrogen sulfotransferase	Bos taurus	8	Homologous protein			7888	CHEMBL1122432	6827533	J. Med. Chem.	1983	26	2	162					,,,,,,,,,
CHEMBL109983	184753	CHEMBL109983	184753		45	218.21	1.36	77.82	0	CO\N=C\C1=C(N)Oc2ccccc2C1=O	215545	Inhibition	=	45	%		Inhibition	=	45	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	211035	CHEMBL811424	B	Displacement of [35S]PAPS from human tyrosylprotein sulfotransferase-2 (hTPST-2)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	11502	CHEMBL3178	SINGLE PROTEIN	O60704	Protein-tyrosine sulfotransferase 2	Homo sapiens	9	Protein			5276	CHEMBL1135027	11814789	Bioorg. Med. Chem. Lett.	2002	12	3	329					,,,,,,,,,
CHEMBL110066	184874	CHEMBL110066	184874		4	275.06	2.04	84.96	0	CO\N=C\c1cc(Br)cc(c1O)[N+](=O)[O-]	204989	IC50	>	1000000	nM		IC50	>	1000	uM		Outside typical range	0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	211032	CHEMBL811422	B	Inhibitory activity of compound was determined against human tyrosylprotein sulfotransferase-2 (hTPST-2) using [35S]PAPS radioligand	1	Scientific Literature				Autocuration	BAO_0000357	11502	CHEMBL3178	SINGLE PROTEIN	O60704	Protein-tyrosine sulfotransferase 2	Homo sapiens	8	Homologous protein			5276	CHEMBL1135027	11814789	Bioorg. Med. Chem. Lett.	2002	12	3	329					,,,,,,,,,
CHEMBL112118	185258	CHEMBL112118	185258		1	621.11	6.9	93.62	2	Oc1c(Br)cc(\C=N\OCCCCCO\N=C\C2=COc3c(Cl)cc(Cl)cc3C2=O)cc1Br	220359	IC50	=	30000	nM	4.52	IC50	=	30	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	211032	CHEMBL811422	B	Inhibitory activity of compound was determined against human tyrosylprotein sulfotransferase-2 (hTPST-2) using [35S]PAPS radioligand	1	Scientific Literature				Autocuration	BAO_0000357	11502	CHEMBL3178	SINGLE PROTEIN	O60704	Protein-tyrosine sulfotransferase 2	Homo sapiens	8	Homologous protein			5276	CHEMBL1135027	11814789	Bioorg. Med. Chem. Lett.	2002	12	3	329					,,,,,,,,,
CHEMBL112118	185258	CHEMBL112118	185258		1	621.11	6.9	93.62	2	Oc1c(Br)cc(\C=N\OCCCCCO\N=C\C2=COc3c(Cl)cc(Cl)cc3C2=O)cc1Br	220360	Inhibition					Inhibition			%	complete reversible inhibition observed		0	BAO_0000376			211034	CHEMBL811423	B	Compound was tested for reversible inhibition of human tyrosylprotein sulfotransferase-2 (hTPST-2) at 40 uM for 5 hours and dialyzed; complete reversible inhibition observed.	1	Scientific Literature				Autocuration	BAO_0000357	11502	CHEMBL3178	SINGLE PROTEIN	O60704	Protein-tyrosine sulfotransferase 2	Homo sapiens	8	Homologous protein			5276	CHEMBL1135027	11814789	Bioorg. Med. Chem. Lett.	2002	12	3	329					,,,,,,,,,
CHEMBL112651	184673	CHEMBL112651	184673		47	196.16	1.83	77.87	0	CO\N=C\C=C\c1oc(cc1)[N+](=O)[O-]	214369	Inhibition	=	47	%		Inhibition	=	47	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	211035	CHEMBL811424	B	Displacement of [35S]PAPS from human tyrosylprotein sulfotransferase-2 (hTPST-2)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	11502	CHEMBL3178	SINGLE PROTEIN	O60704	Protein-tyrosine sulfotransferase 2	Homo sapiens	9	Protein			5276	CHEMBL1135027	11814789	Bioorg. Med. Chem. Lett.	2002	12	3	329					,,,,,,,,,
