"","clustTrueTrain0","clustFalseTrain0","clustTrueTrain1","clustFalseTrain1","clustTrueTrain2","clustFalseTrain2","clustTrue0","clustFalse0","clustTrue1","clustFalse1","clustTrue2","clustFalse2"
"CHEMBL2114713",4443,1487,4060,1208,4371,1471,1994,596,2377,875,2066,612
"CHEMBL1614281",1796,2386,1673,2131,1985,2465,931,1105,1054,1360,742,1026
"CHEMBL2114861",355,5459,335,4790,362,5529,171,2430,191,3099,164,2360
"CHEMBL3215278",6912,435,6357,415,7089,432,3267,206,3822,226,3090,209
"CHEMBL2114784",2590,3969,2519,3534,2483,3927,1206,1746,1277,2181,1313,1788
"CHEMBL1614031",1614,3549,1340,3093,1606,3568,666,1556,940,2012,674,1537
"CHEMBL1614275",1981,716,1850,631,1939,743,904,329,1035,414,946,302
"CHEMBL1794440",36,8901,27,8066,39,8689,15,3927,24,4762,12,4139
"CHEMBL1964014",386,6802,341,6382,383,6814,169,3197,214,3617,172,3185
"CHEMBL1613910",3701,2874,3665,2713,3976,3047,1970,1443,2006,1604,1695,1270
"CHEMBL1963954",378,8340,341,7886,333,8438,148,3992,185,4446,193,3894
"CHEMBL1964086",530,7190,445,6797,497,7129,206,3368,291,3761,239,3429
"CHEMBL1964062",620,7999,512,7554,578,8091,235,3823,343,4268,277,3731
"CHEMBL1963887",638,8681,537,8255,565,8760,232,4167,333,4593,305,4088
"CHEMBL1614280",1739,5350,1513,4804,1716,5366,745,2410,971,2956,768,2394
"CHEMBL1963848",469,8431,404,7994,429,8553,182,4058,247,4495,222,3936
"CHEMBL1963889",456,8284,416,7855,430,8291,195,3931,235,4360,221,3924
"CHEMBL1741321",1915,7239,1727,7140,2020,8223,916,4062,1104,4161,811,3078
"CHEMBL1614250",2325,3772,2059,3204,2426,3766,1080,1599,1346,2167,979,1605
"CHEMBL1614361",1280,3177,1276,2738,1486,3213,741,1387,745,1826,535,1351
"CHEMBL1741325",3149,5690,2888,5560,3425,6408,1582,3139,1843,3269,1306,2421
"CHEMBL2354287",4916,3770,4496,3458,4888,3832,2234,1760,2654,2072,2262,1698
"CHEMBL1614502",2191,1604,2091,1362,2270,1592,1085,675,1185,917,1006,687
"CHEMBL1614342",7314,1390,6185,1310,7167,1402,3019,661,4148,741,3166,649
"CHEMBL1741323",4225,4888,3867,4886,4496,5718,2069,2858,2427,2860,1798,2028
"CHEMBL1963963",506,8636,441,8175,473,8691,204,4115,269,4576,237,4060
"CHEMBL1794584",3413,5492,3209,4779,3306,5443,1551,2365,1755,3078,1658,2414
"CHEMBL1613918",3487,3136,3097,2873,3592,3217,1601,1477,1991,1740,1496,1396
"CHEMBL1741322",3952,5078,4185,4447,4595,5409,2414,2389,2181,3020,1771,2058
"CHEMBL1964074",525,8978,460,8476,481,9032,208,4265,273,4767,252,4211
"CHEMBL2114913",158,10705,137,9690,149,10803,64,4894,85,5909,73,4796
"CHEMBL1741324",3647,5066,3347,4969,4052,5533,1876,2718,2176,2815,1471,2251
"CHEMBL1614410",484,8849,420,7674,488,8753,212,3789,276,4964,208,3885
"CHEMBL1613838",8843,1782,7524,1660,8673,1818,3677,848,4996,970,3847,812
"CHEMBL1794424",2601,8405,2622,7084,2699,8447,1360,3563,1339,4884,1262,3521
"CHEMBL2114775",8007,2566,7112,2320,8119,2608,3612,1181,4507,1427,3500,1139
"CHEMBL1614079",4772,7741,4170,6726,4854,8067,2126,3526,2728,4541,2044,3200
"CHEMBL1614038",4459,4438,4186,4049,4541,4571,2134,2091,2407,2480,2052,1958
"CHEMBL1737991",11780,3825,10298,3531,11640,3826,5079,1766,6561,2060,5219,1765
"CHEMBL2114843",6863,5349,6215,4751,6674,5414,3013,2408,3661,3006,3202,2343
"CHEMBL1614211",776,17168,727,14933,771,17243,361,7504,410,9739,366,7429
"CHEMBL1964017",980,17556,993,17152,899,17698,456,8647,443,9051,537,8505
"CHEMBL1964099",802,15780,820,15547,760,15933,389,7850,371,8083,431,7697
"CHEMBL1963885",1045,17541,1023,17224,978,17687,478,8685,500,9002,545,8539
"CHEMBL2114788",4433,12498,3923,10734,4500,12144,1995,5190,2505,6954,1928,5544
"CHEMBL1613769",3405,11464,3096,9755,3399,11573,1545,4932,1854,6641,1551,4823
"CHEMBL1613836",354,18249,320,15843,338,18028,152,7811,186,10217,168,8032
"CHEMBL1614174",7514,6283,7095,5721,7607,6426,3594,2932,4013,3494,3501,2789
"CHEMBL1963976",1168,17110,1150,16748,1108,17184,545,8411,563,8773,605,8337
"CHEMBL1963900",982,16509,1000,16074,920,16601,469,8083,451,8518,531,7991
"CHEMBL1738312",10940,6023,9488,5393,10832,5996,4690,2683,6142,3313,4798,2710
"CHEMBL1614544",5780,4928,4970,4391,5730,4945,2460,2204,3270,2741,2510,2187
"CHEMBL1794352",17642,438,14951,370,17541,468,7425,200,10116,268,7526,170
"CHEMBL1963945",908,16519,927,16098,899,16601,459,8090,440,8511,468,8008
"CHEMBL1964045",962,17875,909,17532,869,18013,408,8835,461,9178,501,8697
"CHEMBL1964063",902,17350,921,17005,883,17469,451,8562,432,8907,470,8443
"CHEMBL2114780",4270,13225,3890,11238,4296,13105,1958,5559,2338,7546,1932,5679
"CHEMBL1614236",1973,15812,1731,13895,1938,16019,848,7051,1090,8968,883,6844
"CHEMBL1614161",7802,9383,7426,8569,8176,9516,3900,4351,4276,5165,3526,4218
"CHEMBL1963882",1508,17251,1517,16848,1465,17363,737,8480,728,8883,780,8368
"CHEMBL1964034",1081,22215,1024,21545,979,22348,461,10839,518,11509,563,10706
"CHEMBL1613914",2839,13232,2606,12078,2859,13164,1313,6005,1546,7159,1293,6073
"CHEMBL1963921",1194,17441,1201,17103,1121,17548,564,8605,557,8943,637,8498
"CHEMBL1614441",8577,7156,7705,6349,8608,7245,3868,3219,4740,4026,3837,3130
"CHEMBL3215181",481,20081,493,17719,500,19726,256,8682,244,11044,237,9037
"CHEMBL1614257",1802,9247,1652,7914,1870,9207,860,3937,1010,5270,792,3977
"CHEMBL1964009",1313,22744,1281,21975,1234,22837,601,11034,633,11803,680,10941
"CHEMBL1963991",1282,22361,1226,21781,1198,22528,571,10974,627,11554,655,10807
"CHEMBL1613842",5739,13652,5022,11908,5733,13708,2508,5982,3225,7726,2514,5926
"CHEMBL1964075",1757,22790,1698,21899,1669,22859,805,10984,864,11875,893,10915
"CHEMBL1963860",1169,23037,1170,22087,1141,23108,571,11079,570,12029,599,11008
"CHEMBL1964065",2158,20020,2097,19447,2105,20227,1022,9827,1083,10400,1075,9620
"CHEMBL1964087",1003,25140,997,24329,924,25235,459,12212,465,13023,538,12117
"CHEMBL1963895",1000,24555,980,23779,914,24718,447,11971,467,12747,533,11808
"CHEMBL1964092",1648,23676,1565,22850,1585,23722,751,11448,834,12274,814,11402
"CHEMBL1963994",2203,22302,2101,21625,2136,22447,1017,10885,1119,11562,1084,10740
"CHEMBL1964025",1294,23923,1219,23119,1185,24048,555,11622,630,12426,664,11497
"CHEMBL1964004",1204,23692,1135,22906,1103,23790,517,11502,586,12288,618,11404
"CHEMBL1963866",1361,23630,1287,22886,1238,23846,582,11551,656,12295,705,11335
"CHEMBL1963903",1428,25068,1325,24182,1303,25224,600,12169,703,13055,725,12013
"CHEMBL1964066",793,25459,821,24572,778,25577,403,12345,375,13232,418,12227
"CHEMBL1964037",1370,24841,1333,24029,1309,24996,636,12092,673,12904,697,11937
"CHEMBL1964018",1395,23851,1300,23155,1269,24008,587,11656,682,12352,713,11499
"CHEMBL1963844",1026,24240,1014,23410,948,24416,468,11793,480,12623,546,11617
"CHEMBL1964091",969,24666,963,23967,934,24831,464,12066,470,12765,499,11901
"CHEMBL1964049",840,25575,842,24677,782,25680,392,12391,390,13289,450,12286
"CHEMBL1963911",1346,23879,1274,23186,1248,24039,588,11673,660,12366,686,11513
"CHEMBL1964059",1117,25653,1068,24734,1015,25791,483,12436,532,13355,585,12298
"CHEMBL1963961",2294,23535,2250,22668,2282,23523,1119,11328,1163,12195,1131,11340
"CHEMBL1964043",1237,25071,1201,24135,1162,25174,563,12119,599,13055,638,12016
"CHEMBL1964021",1465,25049,1365,24173,1376,25140,638,12132,738,13008,727,12041
"CHEMBL1964085",1271,25310,1227,24555,1184,25473,570,12359,614,13114,657,12196
"CHEMBL1963880",912,25473,909,24652,867,25607,432,12393,435,13214,477,12259
"CHEMBL1964040",2042,24672,1985,23796,2027,24760,985,11942,1042,12818,1000,11854
"CHEMBL1964088",1756,23311,1709,22521,1737,23390,845,11300,892,12090,864,11221
"CHEMBL1964007",902,25740,902,24789,856,25891,428,12470,428,13421,474,12319
"CHEMBL1964047",1433,25626,1351,24794,1330,25850,624,12509,706,13341,727,12285
"CHEMBL1963901",1567,24648,1515,23788,1504,24784,726,11962,778,12822,789,11826
"CHEMBL1614421",7393,5211,6665,4732,7524,5293,3398,2407,4126,2886,3267,2325
"CHEMBL1963990",1224,25407,1180,24506,1158,25555,557,12327,601,13228,623,12179
"CHEMBL1963876",1348,25430,1254,24573,1214,25651,560,12397,654,13254,694,12176
"CHEMBL1963989",1339,25341,1261,24560,1248,25523,585,12371,663,13152,676,12189
"CHEMBL1614249",453,18329,409,15975,480,18190,218,7918,262,10272,191,8057
"CHEMBL1963953",1374,25125,1340,24336,1266,25317,616,12264,650,13053,724,12072
"CHEMBL1963854",1316,25977,1240,25060,1236,26123,580,12603,656,13520,660,12457
"CHEMBL1963985",1370,25755,1280,24857,1228,25940,569,12521,659,13419,711,12336
"CHEMBL1964030",1896,24571,1832,23738,1838,24743,887,11955,951,12788,945,11783
"CHEMBL1963960",1057,25867,1042,24895,985,25916,485,12472,500,13444,557,12423
"CHEMBL1963929",1339,25490,1288,24598,1281,25528,615,12318,666,13210,673,12280
"CHEMBL1964006",1352,25692,1367,24692,1339,25762,677,12381,662,13381,690,12311
"CHEMBL1963868",1364,25415,1301,24624,1305,25639,621,12424,684,13215,680,12200
"CHEMBL1963922",1355,25703,1277,24859,1254,25798,588,12477,666,13321,689,12382
"CHEMBL1964077",1309,25606,1276,24702,1239,25690,603,12393,636,13297,673,12309
"CHEMBL1964048",1369,25836,1330,24913,1283,26017,622,12547,661,13470,708,12366
"CHEMBL1964012",1354,25521,1364,24499,1310,25566,660,12272,650,13294,704,12227
"CHEMBL3215106",211,29394,200,24435,205,29487,97,12264,108,17223,103,12171
"CHEMBL1614087",14631,5746,13050,5123,14753,5751,6586,2564,8167,3187,6464,2559
"CHEMBL2114810",260,40398,281,34894,305,41208,163,17852,142,23356,118,17042
"CHEMBL1963874",1632,25239,1558,24414,1578,25355,752,12265,826,13090,806,12149
"CHEMBL1964072",1560,25653,1511,24786,1527,25777,739,12455,788,13322,772,12331
"CHEMBL1963981",1301,25600,1239,24661,1198,25709,568,12385,630,13324,671,12276
"CHEMBL2354254",34086,673,30302,567,34000,662,15108,278,18892,384,15194,289
"CHEMBL1614530",12287,19683,10502,16721,12301,20008,5258,8523,7043,11485,5244,8198
"CHEMBL1738442",21162,7849,18962,6985,21458,7826,9629,3481,11829,4345,9333,3504
"CHEMBL1794553",2027,37840,1976,33609,2089,38659,1019,17214,1070,21445,957,16395
"CHEMBL1614458",11849,23063,10429,20791,12108,23756,5344,10742,6764,13014,5085,10049
"CHEMBL2354221",43888,353,38647,336,43911,349,19335,166,24576,183,19312,170
"CHEMBL1614459",25276,1508,21355,1323,25331,1515,10705,665,14626,850,10650,658
"CHEMBL1794345",15523,42514,13540,36769,15417,42711,6717,18483,8700,24228,6823,18286
"CHEMBL1794580",12409,32119,11044,27707,12471,32082,5553,13835,6918,18247,5491,13872
"CHEMBL1794401",1491,53363,1312,45625,1475,53066,648,22664,827,30402,664,22961
"CHEMBL1794483",2769,58268,2532,48789,2637,58385,1200,24453,1437,33932,1332,24336
