"protein_class_id","parent_id","pref_name","short_name","protein_class_desc","definition","class_level"
573,1273,"Steroid-like ligand receptor","Steroid-like ligand receptor","membrane receptor  7tm1  smallmol  lipid-like ligand receptor  steroid-like ligand receptor",,5
574,506,"N-formyl methionyl peptide receptor","N-formyl methionyl peptide receptor","membrane receptor  7tm1  peptide  n-formyl methionyl peptide receptor  n-formyl methionyl peptide receptor","A family of G-protein-coupled receptors that was originally identified by its ability to bind N-formyl peptides such as N-FORMYLMETHIONINE LEUCYL-PHENYLALANINE. Since N-formyl peptides are found in MITOCHONDRIA and BACTERIA, this class of receptors is believed to play a role in mediating cellular responses to cellular damage and bacterial invasion. However, non-formylated peptide ligands have also been found for this receptor class. [MESH:D044042]",5
581,1156,"Nuclear hormone receptor subfamily 1 group D member 1","NR1D1","transcription factor  nuclear receptor  nr1  nr1d  nr1d1",,5
582,1156,"Nuclear hormone receptor subfamily 1 group D member 2","NR1D2","transcription factor  nuclear receptor  nr1  nr1d  nr1d2",,5
583,1157,"Nuclear hormone receptor subfamily 1 group F member 1","NR1F1","transcription factor  nuclear receptor  nr1  nr1f  nr1f1",,5
584,1157,"Nuclear hormone receptor subfamily 1 group F member 3","NR1F3","transcription factor  nuclear receptor  nr1  nr1f  nr1f3",,5
586,1160,"Nuclear hormone receptor subfamily 2 group A member 2","NR2A2","transcription factor  nuclear receptor  nr2  nr2a  nr2a2",,5
587,1162,"Nuclear hormone receptor subfamily 2 group C member 1","NR2C1","transcription factor  nuclear receptor  nr2  nr2c  nr2c1",,5
588,1162,"Nuclear hormone receptor subfamily 2 group C member 2","NR2C2","transcription factor  nuclear receptor  nr2  nr2c  nr2c2",,5
589,1163,"Nuclear hormone receptor subfamily 2 group E member 1","NR2E1","transcription factor  nuclear receptor  nr2  nr2e  nr2e1",,5
590,1164,"Nuclear hormone receptor subfamily 2 group F member 1","NR2F1","transcription factor  nuclear receptor  nr2  nr2f  nr2f1",,5
591,1164,"Nuclear hormone receptor subfamily 2 group F member 2","NR2F2","transcription factor  nuclear receptor  nr2  nr2f  nr2f2",,5
592,1164,"Nuclear hormone receptor subfamily 2 group F member 6","NR2F6","transcription factor  nuclear receptor  nr2  nr2f  nr2f6",,5
593,1168,"Nuclear hormone receptor subfamily 4 group A member 1","NR4A1","transcription factor  nuclear receptor  nr4  nr4a  nr4a1",,5
594,1168,"Nuclear hormone receptor subfamily 4 group A member 2","NR4A2","transcription factor  nuclear receptor  nr4  nr4a  nr4a2",,5
595,1168,"Nuclear hormone receptor subfamily 4 group A member 3","NR4A3","transcription factor  nuclear receptor  nr4  nr4a  nr4a3",,5
596,1170,"Nuclear hormone receptor subfamily 6 group A member 1","NR6A1","transcription factor  nuclear receptor  nr6  nr6a  nr6a1",,5
597,1152,"Nuclear hormone receptor subfamily 0 group B member 1","NR0B1","transcription factor  nuclear receptor  nr0  nr0b  nr0b1",,5
598,1152,"Nuclear hormone receptor subfamily 0 group B member 2","NR0B2","transcription factor  nuclear receptor  nr0  nr0b  nr0b2",,5
601,0,"Unclassified protein","Unclassified","unclassified",,1
603,616,"Hydroxycarboxylic acid receptor","Hydroxycarboxylic acid receptor","membrane receptor  7tm1  smallmol  carboxylic acid  hydroxycarboxylic acid receptor",,5
604,616,"Kynurenic acid receptor","Kynurenic acid receptor","membrane receptor  7tm1  smallmol  carboxylic acid  kynurenic acid receptor",,5
605,616,"Succinate receptor","Succinate receptor","membrane receptor  7tm1  smallmol  carboxylic acid  succinate receptor",,5
606,1273,"Lysophosphatidylinositol receptor","Lysophosphatidylinositol receptor","membrane receptor  7tm1  smallmol  lipid-like ligand receptor  lysophosphatidylinositol receptor",,5
607,1253,"Neuromedin U receptor","Neuromedin U receptor","membrane receptor  7tm1  peptide  short peptide  neuromedin u receptor",,5
608,1253,"Prolactin-releasing peptide receptor","Prolactin-releasing peptide receptor","membrane receptor  7tm1  peptide  short peptide  prolactin-releasing peptide receptor",,5
609,617,"Prokineticin receptor","Prokineticin receptor","membrane receptor  7tm1  peptide  peptide growth factor  prokineticin receptor",,5
610,618,"Relaxin receptor","Relaxin","membrane receptor  7tm1  peptide  relaxin-like peptide  relaxin",,5
611,621,"Rhodopsin","Rhodopsin","membrane receptor  7tm1  opsin  rhodopsin",,4
612,619,"Smoothened receptor (frizzled family GPCR)","Smoothened","membrane receptor  7tmfz  smoothened",,3
613,1022,"Taste receptor (family C GPCR)","Taste receptor","membrane receptor  7tm3  taste receptor",,3
614,620,"Taste receptor (taste family GPCR)","Taste receptor","membrane receptor  7tmtas2r  taste receptor",,3
615,616,"Oxoglutarate receptor","Oxoglutarate receptor","membrane receptor  7tm1  smallmol  carboxylic acid  oxoglutarate receptor",,5
616,1088,"Carboxylic acid receptor","Carboxylic acid","membrane receptor  7tm1  smallmol  carboxylic acid",,4
617,1082,"Peptide growth factor receptor (family A GPCR)","Peptide growth factor","membrane receptor  7tm1  peptide  peptide growth factor",,4
618,1082,"Relaxin-like peptide receptor (family A GPCR)","Relaxin-like peptide","membrane receptor  7tm1  peptide  relaxin-like peptide",,4
619,11,"Frizzled family G protein-coupled receptor","7TMFZ","membrane receptor  7tmfz",,2
620,11,"Taste family G protein-coupled receptor","7TMTAS2R","membrane receptor  7tmtas2r",,2
621,1020,"Opsin","Opsin","membrane receptor  7tm1  opsin",,3
643,1,"Transferase","Transferase","enzyme  transferase","A group of enzymes that catalyze the transfer of a functional group from one molecule to another",2
644,1,"Isomerase","Isomerase","enzyme  isomerase","A group of enzymes that catalyze the structural rearrangement of isomers",2
645,1,"Ligase","Ligase","enzyme  ligase","A group of enzymes that catalyze the joining of two molecules with a new chemical bond",2
646,1,"Hydrolase","Hydrolase","enzyme  hydrolase","A group of enzymes that catalyze the hydrolysis of a chemical bond",2
647,667,"Two-pore domain potassium channel","K2P","ion channel  vgc  k  k2p",,4
648,1,"Lyase","Lyase","enzyme  lyase","A group of enzymes that catalyze the breaking of a chemical bond by means other than hydrolysis or oxidation",2
649,11,"Toll-like and Il-1 receptors","Toll-like and Il-1","membrane receptor  toll-like and il-1",,2
663,1024,"Glutamate-gated chloride channel (invertebrate)","GLUT (invertebrate)","ion channel  lgic  glut (invertebrate)","A class of glutamate-gated chloride channels found in invertebrate species",3
664,1053,"Ionotropic glutamate receptor-like","GRINL","ion channel  lgic  glut  grinl",,4
665,1024,"Zinc-activated channel","ZAC","ion channel  lgic  zac",,3
666,1019,"CatSper and Two-Pore channels","CATSPER","ion channel  vgc  catsper",,3
667,1019,"Potassium channels","K","ion channel  vgc  k",,3
668,667,"Calcium-activated potassium channel","CA ACT K","ion channel  vgc  k  ca act k",,4
669,1019,"Voltage-gated proton channel","VG H","ion channel  vgc  vg h",,3
670,1005,"Other ion channel","OTHER","ion channel  other",,2
671,670,"Aquaporin","AQUAPORIN","ion channel  other  aquaporin",,3
672,671,"Aquaglyceroporin","AQUAGLYCEROPORIN","ion channel  other  aquaporin  aquaglyceroporin",,4
673,671,"Aquaporin 8","AQUAPORIN 8","ion channel  other  aquaporin  aquaporin 8",,4
674,671,"Unorthodox aquaporin","UNORTHODOX","ion channel  other  aquaporin  unorthodox",,4
675,671,"Water-specific aquaporin","WATER-SPECIFIC","ion channel  other  aquaporin  water-specific",,4
676,670,"Chloride channel","CHLORIDE","ion channel  other  chloride",,3
677,676,"Calcium-activated chloride channel","CA ACT CL","ion channel  other  chloride  ca act cl",,4
678,676,"ClC chloride channel","CLC","ion channel  other  chloride  clc",,4
679,676,"Epithelial chloride channel","E-CLC","ion channel  other  chloride  e-clc",,4
680,676,"Intracellular chloride channel","CLIC","ion channel  other  chloride  clic",,4
681,670,"Gap junction protein","GAP","ion channel  other  gap",,3
682,681,"Gap junction protein alpha","GAP ALPHA","ion channel  other  gap  gap junction protein alpha",,4
683,681,"Gap junction protein beta","GAP BETA","ion channel  other  gap  gap junction protein beta",,4
684,681,"Gap junction protein delta","GAP DELTA","ion channel  other  gap  gap junction protein delta",,4
685,681,"Gap junction protein epsilon","GAP EPSILON","ion channel  other  gap  gap junction protein epsilon",,4
686,681,"Gap junction protein gamma","GAP GAMMA","ion channel  other  gap  gap junction protein gamma",,4
687,681,"Pannexin","PANNEXIN","ion channel  other  gap  pannexin",,4
688,670,"Annexin","ANNEXIN","ion channel  other  annexin",,3
689,1032,"SLC superfamily of solute carriers","SLC","transporter  electrochemical  slc",,3
690,689,"SLC01 family of amino acid transporters","SLC01","transporter  electrochemical  slc  slc01",,4
691,689,"SLC02 family of hexose and sugar alcohol transporters","SLC02","transporter  electrochemical  slc  slc02",,4
692,689,"SLC03 and SLC07 families of heteromeric amino acid transporters (HATs)","SLC03 and SLC07","transporter  electrochemical  slc  slc03 and slc07",,4
693,689,"SLC04 family of bicarbonate transporters","SLC04","transporter  electrochemical  slc  slc04",,4
694,689,"SLC05 family of sodium-dependent glucose transporters","SLC05","transporter  electrochemical  slc  slc05",,4
695,689,"SLC06 neurotransmitter transporter family","SLC06","transporter  electrochemical  slc  slc06",,4
696,689,"SLC08 family of sodium/calcium exchangers","SLC08","transporter  electrochemical  slc  slc08",,4
697,689,"SLC09 family of sodium/hydrogen exchangers","SLC09","transporter  electrochemical  slc  slc09",,4
698,689,"SLC10 family of sodium-bile acid co-transporters","SLC10","transporter  electrochemical  slc  slc10",,4
699,689,"SLC11 family of proton-coupled metal ion transporters","SLC11","transporter  electrochemical  slc  slc11",,4
700,689,"SLC12 family of cation-coupled chloride transporters","SLC12","transporter  electrochemical  slc  slc12",,4
701,689,"SLC13 family of sodium-dependent sulphate/carboxylate transporters","SLC13","transporter  electrochemical  slc  slc13",,4
702,689,"SLC14 family of facilitative urea transporters","SLC14","transporter  electrochemical  slc  slc14",,4
703,689,"SLC15 family of peptide transporters","SLC15","transporter  electrochemical  slc  slc15",,4
704,689,"SLC16 family of monocarboxylate transporters","SLC16","transporter  electrochemical  slc  slc16",,4
705,689,"SLC17 phosphate and organic anion transporter family","SLC17","transporter  electrochemical  slc  slc17",,4
706,689,"SLC18 family of vesicular amine transporters","SLC18","transporter  electrochemical  slc  slc18",,4
707,689,"SLC19 family of vitamin transporters","SLC19","transporter  electrochemical  slc  slc19",,4
708,689,"SLC20 family of sodium-dependent phosphate transporters","SLC20","transporter  electrochemical  slc  slc20",,4
709,689,"SLC21/SLCO family of organic anion transporting polypeptides","SLC21","transporter  electrochemical  slc  slc21",,4
710,689,"SLC22 family of organic cation and anion transporters","SLC22","transporter  electrochemical  slc  slc22",,4
711,689,"SLC23 family of ascorbic acid transporters","SLC23","transporter  electrochemical  slc  slc23",,4
712,689,"SLC24 family of sodium/potassium/calcium exchangers","SLC24","transporter  electrochemical  slc  slc24",,4
713,689,"SLC25 family of mitochondrial transporters","SLC25","transporter  electrochemical  slc  slc25",,4
714,689,"SLC26 family of anion exchangers","SLC26","transporter  electrochemical  slc  slc26",,4
715,689,"SLC27 family of fatty acid transporters","SLC27","transporter  electrochemical  slc  slc27",,4
716,689,"SLC28 and SLC29 families of nucleoside transporters","SLC28 and SLC29","transporter  electrochemical  slc  slc28 and slc29",,4
717,689,"SLC30 zinc transporter family","SLC30","transporter  electrochemical  slc  slc30",,4
718,689,"SLC31 family of copper transporters","SLC31","transporter  electrochemical  slc  slc31",,4
719,689,"SLC32 vesicular inhibitory amino acid transporter","SLC32","transporter  electrochemical  slc  slc32",,4
720,689,"SLC33 acetylCoA transporter","SLC33","transporter  electrochemical  slc  slc33",,4
721,689,"SLC34 family of sodium phosphate co-transporters","SLC34","transporter  electrochemical  slc  slc34",,4
722,689,"SLC35 family of nucleotide sugar transporters","SLC35","transporter  electrochemical  slc  slc35",,4
723,689,"SLC36 family of proton-coupled amino acid transporters","SLC36","transporter  electrochemical  slc  slc36",,4
724,689,"SLC37 family of phosphosugar/phosphate exchangers","SLC37","transporter  electrochemical  slc  slc37",,4
725,689,"SLC38 family of sodium-dependent neutral amino acid transporters","SLC38","transporter  electrochemical  slc  slc38",,4
726,689,"SLC39 family of metal ion transporters","SLC39","transporter  electrochemical  slc  slc39",,4
727,689,"SLC40 iron transporter","SLC40","transporter  electrochemical  slc  slc40",,4
728,689,"SLC41 family of divalent cation transporters","SLC41","transporter  electrochemical  slc  slc41",,4
729,689,"SLC42 Rh ammonium transporter","SLC42","transporter  electrochemical  slc  slc42",,4
730,689,"SLC43 family of large neutral amino acid transporters","SLC43","transporter  electrochemical  slc  slc43",,4
731,689,"SLC44 choline transporter-like family","SLC44","transporter  electrochemical  slc  slc44",,4
732,689,"SLC45 family of putative sugar transporters","SLC45","transporter  electrochemical  slc  slc45",,4
733,689,"SLC46 family of folate transporters","SLC46","transporter  electrochemical  slc  slc46",,4
734,689,"SLC47 family of multidrug and toxin extrusion transporters","SLC47","transporter  electrochemical  slc  slc47",,4
735,689,"SLC48 haem transporter","SLC48","transporter  electrochemical  slc  slc48",,4
736,689,"SLC49 family of FLVCR-related haem transporters","SLC49","transporter  electrochemical  slc  slc49",,4
737,689,"SLC50 sugar transporter","SLC50","transporter  electrochemical  slc  slc50",,4
738,689,"SLC51 family of steroid-derived molecule transporters","SLC51","transporter  electrochemical  slc  slc51",,4
739,689,"SLC52 family of riboflavin transporters","SLC52","transporter  electrochemical  slc  slc52",,4
740,692,"SLC03 Heavy subunits of the heteromeric amino acid transporters","SLC03","transporter  electrochemical  slc  slc03 and slc07  slc03",,5
741,692,"SLC07 Cationic amino acid transporter/glycoprotein-associated family","SLC07","transporter  electrochemical  slc  slc03 and slc07  slc07",,5
742,716,"SLC28 Na+-coupled nucleoside transport family","SLC28","transporter  electrochemical  slc  slc28 and slc29  slc28",,5
743,716,"SLC29 Facilitative nucleoside transporter family","SLC29","transporter  electrochemical  slc  slc28 and slc29  slc29",,5
744,1027,"Oxidoreduction-driven transporters","Oxidoreduction","transporter  ntpase  oxidoreduction",,3
745,1027,"F-type and V-type ATPases","F-type and V-type","transporter  ntpase  f-type and v-type",,3
746,1104,"ABCA subfamily","ABCA","transporter  ntpase  atp binding cassette  abca",,4
747,1104,"ABCD subfamily","ABCD","transporter  ntpase  atp binding cassette  abcd",,4
748,1104,"ABCE subfamily","ABCE","transporter  ntpase  atp binding cassette  abce",,4
749,1104,"ABCF subfamily","ABCF","transporter  ntpase  atp binding cassette  abcf",,4
750,1104,"ABCG subfamily","ABCG","transporter  ntpase  atp binding cassette  abcg",,4
751,1098,"Copper ATPase","Cu ATPase","transporter  ntpase  p-type atpase  cu atpase",,4
752,1098,"Phospholipid-transporting ATPase","Phospholipid ATPase","transporter  ntpase  p-type atpase  phospholipid atpase",,4
753,1098,"Probable cation-transporting ATPase (V subfamily)","cation ATPase","transporter  ntpase  p-type atpase  cation atpase",,4
754,1006,"Group translocator","Group translocator","transporter  group translocator",,2
763,670,"Miscellaneous ion channel","MISC","ion channel  other  misc",,3
764,763,"Sodium leak channel, non-selective","SODIUM-LEAK","ion channel  other  misc  sodium-leak",,4
765,763,"Anion channel tweety family","TWEETY","ion channel  other  misc  tweety",,4
766,763,"Anion channel-forming bestrophin family","BESTROPHIN","ion channel  other  misc  bestrophin",,4
767,763,"Bcl-2 family","BCL-2","ion channel  other  misc  bcl-2",,4
768,763,"Ca2+ release-activated Ca2+ channel family","CRAC-C","ion channel  other  misc  crac-c",,4
769,763,"Calcium homeostasis modulator Ca2+ channel family","CALHM-C","ion channel  other  misc  calhm-c",,4
770,763,"CD20 Ca2+ channel family","CD20","ion channel  other  misc  cd20",,4
771,763,"Cholesterol uptake protein and double stranded RNA uptake family","CHUP DSRNA","ion channel  other  misc  chup dsrna",,4
772,763,"CorA metal ion transporter family","MIT","ion channel  other  misc  mit",,4
773,763,"Golgi pH regulator family","GPHR","ion channel  other  misc  gphr",,4
774,763,"Homotrimeric cation channel family","TRIC","ion channel  other  misc  tric",,4
776,763,"Membrane Mg2+ transporter family","MMGT","ion channel  other  misc  mmgt",,4
777,763,"Mechanical nociceptor piezo family","PIEZO","ion channel  other  misc  piezo",,4
778,763,"Mg2+/Ca2+ uniporter family","MCU","ion channel  other  misc  mcu",,4
780,763,"Mitochondrial EF hand Ca2+ uptake porter/regulator family","MICU","ion channel  other  misc  micu",,4
781,763,"Non-selective cation channel-2 family","NSCC2","ion channel  other  misc  nscc2",,4
782,763,"Plasmolipin family","PLASMOLIPIN","ion channel  other  misc  plasmolipin",,4
783,763,"Presenilin ER Ca2+ leak channel family","PRESENILIN","ion channel  other  misc  presenilin",,4
784,763,"Synaptic vesicle-associated Ca2+ channel flower family","FLOWER","ion channel  other  misc  flower",,4
785,763,"Testis-enhanced gene transfer family","TEGT","ion channel  other  misc  tegt",,4
786,763,"Type A influenza virus matrix-2 channel family","M2-C","ion channel  other  misc  m2-c",,4
787,670,"Pore-forming toxins (proteins and peptides)","TOXIN","ion channel  other  toxin",,3
789,670,"Mitochondrial and plastid porin family","MPP","ion channel  other  mpp",,3
790,789,"Voltage-dependent anion-selective channel","VDAC","ion channel  other  mpp  vdac",,4
791,670,"Nuclear pore complex family","NPC","ion channel  other  npc",,3
792,670,"Phospholemman family","PLM","ion channel  other  plm",,3
793,670,"Vesicle fusion pores","VESICLE","ion channel  other  vesicle",,3
795,796,"Claudin tight junction family","CLAUDIN","ion channel  other  paracellular  claudin",,4
796,670,"Paracellular channels","PARACELLULAR","ion channel  other  paracellular",,3
797,1006,"Transmembrane 1-electron transfer carriers","1-Electron","transporter  1-electron",,2
799,1032,"4 TMS multidrug endosomal transporter family","MET","transporter  electrochemical  met",,3
800,1032,"Amino acid-polyamine-organocation family","APC","transporter  electrochemical  apc",,3
801,1032,"Arsenite-antimonite efflux family","ARSB","transporter  electrochemical  arsb",,3
802,1032,"Drug/metabolite transporter superfamily","DMT","transporter  electrochemical  dmt",,3
803,1032,"Glycoside-pentoside-hexuronide:cation symporter family","GPH","transporter  electrochemical  gph",,3
804,1032,"Lysosomal cystine transporter family","LCT","transporter  electrochemical  lct",,3
806,1032,"Mitochondrial inner membrane K+/H+ and Ca2+/H+ exchanger family","LETM1","transporter  electrochemical  letm1",,3
807,1032,"Mitochondrial pyruvate carrier family","MPC","transporter  electrochemical  mpc",,3
808,1032,"Mitochondrial tricarboxylate carrier family","MTC","transporter  electrochemical  mtc",,3
809,1032,"Monovalent cation:proton antiporter-2 family","CPA2","transporter  electrochemical  cpa2",,3
810,1032,"Multidrug/oligosaccharidyl-lipid/polysaccharide flippase superfamily","MOP","transporter  electrochemical  mop",,3
811,1032,"Reduced folate carrier family","RFC","transporter  electrochemical  rfc",,3
812,1032,"Vitamin A receptor/transporter family","STRA6","transporter  electrochemical  stra6",,3
813,1027,"Endoplasmic reticular retrotranslocon family","ERRT","transporter  ntpase  errt",,3
814,1027,"General secretory pathway family","SEC","transporter  ntpase  sec",,3
815,1027,"Mitochondrial protein translocase family","MPT","transporter  ntpase  mpt",,3
816,1027,"Nuclear mRNA exporter family","mRNA-E","transporter  ntpase  nrna-e",,3
817,1027,"Peroxisomal protein importer family","PPI","transporter  ntpase  ppi",,3
818,1027,"TMS recognition/insertion complex family","TRC","transporter  ntpase  trc",,3
823,1032,"Aromatic acid:H+ symporter family","AAHS","transporter  electrochemical  aahs",,3
824,1032,"Vesicular neurotransmitter transporter family","VNT","transporter  electrochemical  vnt",,3
825,0,"Auxiliary transport protein","AUXTRANS","auxiliary transport protein",,1
826,825,"Voltage-gated potassium channel beta-subunit family","KV beta","auxiliary transport protein  kv beta",,2
827,825,"Basigin family","BASIGIN","auxiliary transport protein  basigin",,2
828,825,"Ankyrin family","ANKYRIN","auxiliary transport protein  ankyrin",,2
829,825,"Slow voltage-gated potassium channel accessory protein family","MINK","auxiliary transport protein  mink",,2
830,825,"Fatty acid binding protein family","FABP","auxiliary transport protein  fabp",,2
831,825,"Calcium-activated potassium channel auxiliary subunit slowpoke-beta family","SLO beta","auxiliary transport protein  slo beta",,2
832,825,"Calcium channel auxiliary subunit gamma family","CA gamma","auxiliary transport protein  ca gamma",,2
833,825,"Calcium channel auxiliary subunit beta family","CA beta","auxiliary transport protein  ca beta",,2
834,825,"Calcium channel auxiliary subunit alpha2delta family","CA alpha2delta","auxiliary transport protein  ca alpha2delta",,2
835,825,"Sodium channel auxiliary subunit beta family","NA beta","auxiliary transport protein  na beta",,2
836,0,"Epigenetic regulator","Epigenetic","epigenetic regulator","A class of proteins that alter gene expression through methylation of DNA or post-translational modification (e.g., methylation/acetylation) of histones",1
837,836,"Reader","Reader","epigenetic regulator  reader","A class of proteins that bind to methylated/acetylated histones or methylated DNA",2
838,836,"Writer","Writer","epigenetic regulator  writer","A class of proteins that transfer methyl/acetyl groups to histones or methyl groups to DNA",2
839,836,"Eraser","Eraser","epigenetic regulator  eraser","A class of proteins that remove methyl/acetyl groups from histones",2
840,839,"Histone deacetylase","HDAC","epigenetic regulator  eraser  hdac",,3
841,840,"HDAC class I","HDAC class I","epigenetic regulator  eraser  hdac  hdac class i",,4
842,840,"HDAC class IIa","HDAC class IIa","epigenetic regulator  eraser  hdac  hdac class iia",,4
843,840,"HDAC class IIb","HDAC class IIb","epigenetic regulator  eraser  hdac  hdac class iib",,4
844,840,"HDAC class III","HDAC class III","epigenetic regulator  eraser  hdac  hdac class iii",,4
845,840,"HDAC class IV","HDAC class IV","epigenetic regulator  eraser  hdac  hdac class iv",,4
846,839,"Lysine demethylase","KDM","epigenetic regulator  eraser  kdm",,3
847,846,"Lysine-specific demethylase","LSD","epigenetic regulator  eraser  kdm  lsd",,4
848,846,"Jumonji domain-containing","Jumonji","epigenetic regulator  eraser  kdm  jumonji",,4
849,838,"Histone acetyltransferase","HAT","epigenetic regulator  writer  hat",,3
850,849,"MYST family","MYST","epigenetic regulator  writer  hat  myst",,4
851,849,"GNAT family","GNAT","epigenetic regulator  writer  hat  gnat",,4
852,849,"p300/CBP family","p300 CBP","epigenetic regulator  writer  hat  p300 cbp",,4
853,838,"Protein methyltransferase","PMT","epigenetic regulator  writer  pmt",,3
854,853,"Protein arginine methyltransferase","PRMT","epigenetic regulator  writer  pmt  prmt",,4
855,853,"PR domain","PRDM","epigenetic regulator  writer  pmt  prdm",,4
856,853,"SET domain","SET","epigenetic regulator  writer  pmt  set",,4
857,837,"Bromodomain","BRD","epigenetic regulator  reader  brd",,3
858,837,"Methyl-lysine/arginine binding protein","Methyl-lysine","epigenetic regulator  reader  methyl-lysine",,3
859,837,"Plant homeodomain","PHD","epigenetic regulator  reader  phd",,3
860,858,"Tudor domain","TUDOR","epigenetic regulator  reader  methyl-lysine  tudor",,4
861,858,"MBT domain","MBT","epigenetic regulator  reader  methyl-lysine  mbt",,4
862,858,"Chromodomain","CHROMO","epigenetic regulator  reader  methyl-lysine  chromo",,4
863,858,"WDR domain","WDR","epigenetic regulator  reader  methyl-lysine  wdr",,4
864,858,"PWWP domain","PWWP","epigenetic regulator  reader  methyl-lysine  pwwp",,4
883,825,"Calcium-activated potassium channel auxiliary subunit gamma family","BK gamma","auxiliary transport protein  bk gamma",,2
886,849,"SRC family","SRC","epigenetic regulator  writer  hat  src",,4
889,838,"DNA methyltransferase","DNMT","epigenetic regulator  writer  dnmt","A family of enzymes that transfer methyl groups to cytosine residues of DNA",3
890,1264,"Soluble guanylate cyclase","Sgc","enzyme  lyase  guanylate cyclase  soluble guanylate cyclase",,4
894,837,"Methyl-CpG-binding domain","MBD","epigenetic regulator  reader  mbd","A class of proteins that bind to methylated CpG islands in DNA through a methyl-CpG-binding (MBD) domain",3
1005,0,"Ion channel","Ion channel","ion channel","Gated, ion-selective glycoproteins that traverse membranes. The stimulus for ION CHANNEL GATING can be due to a variety of stimuli such as LIGANDS, a TRANSMEMBRANE POTENTIAL DIFFERENCE, mechanical deformation or through INTRACELLULAR SIGNALING PEPTIDES AND PROTEINS. [MESH:D007473]",1
1006,0,"Transporter","Transporter","transporter",,1
1014,1024,"IP3 receptor","IP3","ion channel  lgic  ip3","Intracellular receptors that bind to INOSITOL 1,4,5-TRISPHOSPHATE and play an important role in its intracellular signaling. Inositol 1,4,5-trisphosphate receptors are calcium channels that release CALCIUM in response to increased levels of inositol 1,4,5-trisphosphate in the CYTOPLASM. [MESH:D053496]",3
1015,667,"Inwardly rectifying potassium channel","KIR","ion channel  vgc  k  kir","Potassium channels where the flow of K+ ions into the cell is greater than the outward flow. [MESH:D024661]",4
1016,1024,"Ryanodine receptor","RYR","ion channel  lgic  ryr",,3
1018,1019,"Transient receptor potential channel","TRP","ion channel  vgc  trp",,3
1019,1005,"Voltage-gated ion channel","VGC","ion channel  vgc",,2
1020,11,"Family A G protein-coupled receptor","7TM1","membrane receptor  7tm1",,2
1021,11,"Family B G protein-coupled receptor","7TM2","membrane receptor  7tm2",,2
1022,11,"Family C G protein-coupled receptor","7TM3","membrane receptor  7tm3",,2
1023,1024,"Acid-sensing ion channel","ASIC","ion channel  lgic  asic",,3
1024,1005,"Ligand-gated ion channel","LGIC","ion channel  lgic","A subclass of ion channels that open or close in response to the binding of specific LIGANDS. [MESH:D058446]",2
1027,1006,"Primary active transporter","NTPase","transporter  ntpase",,2
1028,1,"Protease","Protease","enzyme  protease","A subclass of PEPTIDE HYDROLASES that catalyze the internal cleavage of PEPTIDES or PROTEINS. [MESH:D010450]",2
1030,1,"Phosphatase","Phosphatase","enzyme  phosphatase","A group of hydrolases which catalyze the hydrolysis of monophosphoric esters with the production of one mole of orthophosphate. EC 3.1.3. [MESH:D010744]",2
1031,1,"Cytochrome P450","Cytochrome P450","enzyme  cytochrome p450","A superfamily of hundreds of closely related HEMEPROTEINS found throughout the phylogenetic spectrum, from animals, plants, fungi, to bacteria. They include numerous complex monooxygenases (MIXED FUNCTION OXYGENASES). In animals, these P-450 enzymes serve two major functions: (1) biosynthesis of steroids, fatty acids, and bile acids; (2) metabolism of endogenous and a wide variety of exogenous substrates, such as toxins and drugs (BIOTRANSFORMATION). They are classified, according to their sequence similarities rather than functions, into CYP gene families (>40% homology) and subfamilies (>59% homology). For example, enzymes from the CYP1, CYP2, and CYP3 gene families are responsible for most drug metabolism. [MESH:D003577]",2
1032,1006,"Electrochemical transporter","Electrochemical","transporter  electrochemical",,2
1033,12,"Nuclear receptor","Nuclear Receptor","transcription factor  nuclear receptor",,2
1034,1,"Phosphodiesterase","Phosphodiesterase","enzyme  phosphodiesterase","A class of enzymes that catalyze the hydrolysis of one of the two ester bonds in a phosphodiester compound. EC 3.1.4. [MESH:D010727]",2
1035,1,"Aminoacyltransferase","Aminoacyltransferase","enzyme  aminoacyltransferase","Enzymes that catalyze the transfer of an aminoacyl group from donor to acceptor resulting in the formation of an ester or amide linkage. EC 2.3.2. [MESH:D019881]",2
1038,1022,"Ion receptor (family C GPCR)","Ion","membrane receptor  7tm3  ion",,3
1040,1033,"Nuclear hormone receptor subfamily 0","NR0","transcription factor  nuclear receptor  nr0",,3
1041,1033,"Nuclear hormone receptor subfamily 1","NR1","transcription factor  nuclear receptor  nr1",,3
1042,1033,"Nuclear hormone receptor subfamily 2","NR2","transcription factor  nuclear receptor  nr2",,3
1043,1033,"Nuclear hormone receptor subfamily 3","NR3","transcription factor  nuclear receptor  nr3",,3
1044,1033,"Nuclear hormone receptor subfamily 4","NR4","transcription factor  nuclear receptor  nr4",,3
1045,1033,"Nuclear hormone receptor subfamily 5","NR5","transcription factor  nuclear receptor  nr5",,3
1046,1033,"Nuclear hormone receptor subfamily 6","NR6","transcription factor  nuclear receptor  nr6",,3
1047,1024,"P2X receptor","P2X","ion channel  lgic  p2x","A subclass of purinergic P2 receptors that signal by means of a ligand-gated ion channel. They are comprised of three P2X subunits which can be identical (homotrimeric form) or dissimilar (heterotrimeric form). [MESH:D058469]",3
